short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
C. Maggio,38,184,79,Italy,Benevento,Italian Serie A,74,74,1000000,11000,RB,Right,2,2,3,Medium/Medium,Normal,No,1800000.0,,RB,11.0,,2018-07-06,2021.0,,,69.0,69.0,69.0,71.0,72.0,77.0,,,,,,,"Leadership, Power Header, Team Player",74,67,72,72,76,70,71,55,72,74,68,70,71,71,69,72,82,79,77,69,72,67,72,58,57,76,,75,73,9,5,9,11,9,71+2,71+2,71+2,70+0,70+0,70+0,70+0,70+0,69+2,69+2,69+2,71+2,70+2,70+2,70+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2,73+1,73+1,73+1,72+2
C. Gentner,34,189,81,Germany,1. FC Union Berlin,German 1. Bundesliga,74,74,2700000,26000,"CM, CDM, CAM",Right,2,4,2,Medium/Medium,Normal,No,4900000.0,,CAM,34.0,,2019-07-05,2021.0,,,33.0,73.0,73.0,67.0,75.0,74.0,,,,,,,"Injury Prone, Dives Into Tackles (AI), Team Player",68,69,79,76,73,69,70,55,74,73,34,33,50,71,48,80,61,69,77,76,75,75,74,75,64,78,,77,76,15,11,16,7,8,70+2,70+2,70+2,66+0,69+0,69+0,69+0,66+0,70+2,70+2,70+2,67+2,74+0,74+0,74+0,67+2,69+2,74+0,74+0,74+0,69+2,69+2,74+0,74+0,74+0,69+2
D. Congré,35,185,80,France,Montpellier HSC,French Ligue 1,74,74,1700000,18000,CB,Right,2,3,2,Medium/Medium,Normal,No,3400000.0,,LCB,3.0,,2012-07-01,2021.0,,,42.0,31.0,61.0,64.0,76.0,75.0,,,,,,,,65,25,72,69,26,61,32,23,68,70,38,45,58,64,60,47,74,64,81,26,76,73,51,53,24,66,,77,76,11,10,9,11,7,52+2,52+2,52+2,55+0,54+0,54+0,54+0,55+0,56+2,56+2,56+2,58+2,63+2,63+2,63+2,58+2,67+2,71+2,71+2,71+2,67+2,68+2,74+0,74+0,74+0,68+2
Sergio,33,180,75,Spain,RC Celta,Spain Primera Division,74,74,3000000,15000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,6300000.0,,GK,25.0,,2009-08-01,2021.0,,,,,,,,,75.0,62.0,75.0,81.0,43.0,73.0,"Team Player, Comes For Crosses",21,11,9,37,11,13,20,11,39,21,44,43,50,75,48,56,64,33,62,11,34,15,12,38,23,58,,12,13,75,62,75,73,81,28+2,28+2,28+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,30+2,31+2,31+2,31+2,30+2,28+2,30+2,30+2,30+2,28+2,27+2,27+2,27+2,27+2,27+2
Danilo,36,185,75,Brazil,Bologna,Italian Serie A,74,74,1100000,18000,CB,Right,2,3,2,Low/Medium,Normal,No,2000000.0,,RCB,23.0,,2019-07-01,2021.0,,,43.0,39.0,49.0,52.0,80.0,61.0,,,,,,,"Solid Player, Long Passer (AI)",30,24,71,60,22,46,34,30,66,60,45,42,45,70,60,68,74,33,67,48,76,83,25,42,48,75,,80,75,11,8,11,5,6,48+2,48+2,48+2,45+0,47+0,47+0,47+0,45+0,49+2,49+2,49+2,46+2,55+2,55+2,55+2,46+2,60+2,68+2,68+2,68+2,60+2,63+2,74+0,74+0,74+0,63+2
S. Long,33,178,70,Republic of Ireland,Southampton,English Premier League,74,74,3500000,47000,ST,Right,2,2,3,High/High,Normal,Yes,6700000.0,,LS,7.0,,2014-08-14,2022.0,,,82.0,72.0,62.0,73.0,36.0,69.0,,,,,,,Speed Dribbler (AI),72,72,76,65,69,74,54,37,49,71,85,79,69,75,72,77,93,65,64,65,80,42,76,64,72,68,,27,24,11,13,10,11,10,74+0,74+0,74+0,73+0,73+0,73+0,73+0,73+0,70+2,70+2,70+2,71+2,63+2,63+2,63+2,71+2,56+2,52+2,52+2,52+2,56+2,54+2,51+2,51+2,51+2,54+2
L. De Silvestri,32,186,84,Italy,Bologna,Italian Serie A,74,74,4400000,27000,"RM, RB",Right,2,3,4,Medium/High,Normal,No,7900000.0,,SUB,29.0,,2020-09-17,2025.0,,,70.0,67.0,73.0,73.0,74.0,73.0,,,,,,,Long Throw-in,81,64,78,77,58,74,65,62,71,75,70,70,65,75,58,74,73,71,75,70,71,74,74,65,52,72,,74,74,15,11,10,14,14,72+2,72+2,72+2,73+0,72+0,72+0,72+0,73+0,72+2,72+2,72+2,73+1,73+1,73+1,73+1,73+1,75+,74+0,74+0,74+0,75+,74+0,74+0,74+0,74+0,74+0
Kiko Casilla,33,190,86,Spain,Leeds United,English Premier League,74,74,3000000,53000,GK,Right,2,2,1,Medium/Medium,Lean,Yes,6000000.0,,SUB,13.0,,2019-01-17,2023.0,,,,,,,,,74.0,72.0,72.0,75.0,47.0,72.0,"Rushes Out Of Goal, Comes For Crosses",24,14,13,34,12,19,25,25,28,30,44,49,43,72,58,54,69,40,76,13,45,20,12,62,23,60,,15,11,74,72,72,72,75,31+2,31+2,31+2,32+0,33+0,33+0,33+0,32+0,34+2,34+2,34+2,33+2,34+2,34+2,34+2,33+2,31+2,33+2,33+2,33+2,31+2,29+2,31+2,31+2,31+2,29+2
Fabricio,32,184,80,Spain,Fulham,English Premier League,74,74,3400000,53000,GK,Right,1,4,1,Medium/Medium,Normal,Yes,6500000.0,,RES,31.0,,2018-07-24,2021.0,,,,,,,,,73.0,75.0,71.0,74.0,56.0,71.0,"Rushes Out Of Goal, Comes For Crosses",15,14,14,44,13,25,19,15,40,35,59,54,57,72,48,53,72,40,53,14,33,26,14,51,22,56,,14,11,73,75,71,71,74,33+2,33+2,33+2,35+0,36+0,36+0,36+0,35+0,38+2,38+2,38+2,37+2,38+2,38+2,38+2,37+2,32+2,35+2,35+2,35+2,32+2,31+2,29+2,29+2,29+2,31+2
K. Grosicki,32,180,78,Poland,West Bromwich Albion,English Premier League,74,74,4400000,62000,LM,Right,2,3,3,Medium/Low,Normal,Yes,8800000.0,,SUB,13.0,,2020-01-31,2021.0,SUB,11.0,81.0,72.0,71.0,74.0,38.0,60.0,,,,,,,"Long Shot Taker (AI), Outside Foot Shot",72,71,69,68,72,73,73,78,71,74,85,78,79,70,74,74,52,63,66,75,43,48,73,75,65,68,,28,20,16,10,15,14,11,72+2,72+2,72+2,74+0,73+0,73+0,73+0,74+0,73+1,73+1,73+1,73+1,68+2,68+2,68+2,73+1,57+2,55+2,55+2,55+2,57+2,54+2,48+2,48+2,48+2,54+2
C. Zapata,33,186,78,Colombia,Genoa,Italian Serie A,74,74,2700000,14000,CB,Right,2,2,2,Low/Medium,Normal,No,4900000.0,,SUB,2.0,,2019-07-03,2021.0,,,53.0,32.0,46.0,56.0,77.0,71.0,,,,,,,Injury Prone,45,22,74,50,22,55,38,24,58,55,50,55,56,64,56,60,80,43,81,28,78,77,35,38,38,68,,76,74,3,5,3,5,3,49+2,49+2,49+2,47+0,47+0,47+0,47+0,47+0,47+2,47+2,47+2,49+2,52+2,52+2,52+2,49+2,61+2,65+2,65+2,65+2,61+2,64+2,74+0,74+0,74+0,64+2
E. Pieters,31,183,87,Netherlands,Burnley,English Premier League,74,74,4100000,39000,LB,Left,2,3,3,Medium/High,Normal,Yes,7800000.0,,SUB,23.0,,2019-07-08,2021.0,,,66.0,40.0,69.0,69.0,74.0,77.0,,,,,,,Early Crosser,72,32,73,73,34,70,70,56,64,71,64,67,62,72,62,51,74,73,77,36,84,73,64,65,59,66,,74,73,16,15,8,12,10,59+2,59+2,59+2,64+0,63+0,63+0,63+0,64+0,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,72+2,72+2,72+2,72+2,72+2,72+2,74+0,74+0,74+0,72+2
Mosquera,32,184,76,Spain,SD Huesca,Spain Primera Division,74,74,3700000,19000,CDM,Left,2,3,3,Medium/Medium,Lean,Yes,8100000.0,,LDM,5.0,,2019-08-03,2021.0,,,47.0,59.0,70.0,67.0,71.0,73.0,,,,,,,"Long Passer (AI), Playmaker (AI)",61,58,65,73,51,65,79,70,71,71,63,34,69,71,62,61,70,83,68,62,74,74,70,73,51,71,,72,66,10,15,8,14,10,64+2,64+2,64+2,65+0,66+0,66+0,66+0,65+0,68+2,68+2,68+2,66+2,71+2,71+2,71+2,66+2,68+2,73+1,73+1,73+1,68+2,68+2,70+2,70+2,70+2,68+2
D. McGoldrick,32,183,74,Republic of Ireland,Sheffield United,English Premier League,74,74,4500000,33000,ST,Right,1,3,3,Medium/High,Normal,Yes,8600000.0,,LS,17.0,,2018-07-24,2022.0,ST,9.0,65.0,72.0,72.0,77.0,33.0,68.0,,,,,,,"Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",63,73,71,78,70,77,68,65,68,78,64,66,73,78,76,72,74,69,71,67,57,25,76,76,78,76,,27,19,15,7,10,10,9,73+1,73+1,73+1,73+0,75+,75+,75+,73+0,75+,75+,75+,73+1,70+2,70+2,70+2,73+1,54+2,55+2,55+2,55+2,54+2,51+2,47+2,47+2,47+2,51+2
A. Ranocchia,32,195,81,Italy,Inter,Italian Serie A,74,74,3600000,59000,CB,Right,2,3,2,Low/Medium,Lean,Yes,5900000.0,#Aerial Threat,SUB,13.0,,2010-06-01,2021.0,,,32.0,32.0,57.0,58.0,78.0,67.0,,,,,,,"Solid Player, Power Header, Team Player",45,22,77,67,24,58,30,34,65,67,31,33,39,65,31,59,66,51,74,31,68,79,32,56,34,69,,80,76,12,15,11,12,15,49+2,49+2,49+2,48+0,50+0,50+0,50+0,48+0,53+2,53+2,53+2,52+2,60+2,60+2,60+2,52+2,63+2,70+2,70+2,70+2,63+2,65+2,74+0,74+0,74+0,65+2
S. De Maio,33,190,90,France,Udinese,Italian Serie A,74,74,2700000,14000,CB,Right,2,3,2,Medium/High,Normal,No,4900000.0,#Strength,SUB,87.0,,2019-07-01,2022.0,,,55.0,33.0,38.0,49.0,77.0,77.0,,,,,,,Power Header,11,20,72,50,20,46,23,39,54,50,55,55,53,67,54,61,80,55,89,37,74,77,19,34,46,76,,78,74,6,5,5,11,7,46+2,46+2,46+2,41+0,43+0,43+0,43+0,41+0,43+2,43+2,43+2,42+2,50+2,50+2,50+2,42+2,58+2,65+2,65+2,65+2,58+2,62+2,74+0,74+0,74+0,62+2
A. Carroll,31,193,79,England,Newcastle United,English Premier League,74,74,5000000,36000,ST,Left,2,3,2,Medium/High,Normal,Yes,9500000.0,"#Aerial Threat, #Strength",SUB,7.0,,2019-08-08,2021.0,,,37.0,76.0,62.0,66.0,46.0,75.0,,,,,,,"Injury Prone, Power Header",60,76,90,66,74,67,53,42,58,75,33,41,45,74,31,82,80,32,91,72,88,45,76,66,73,75,,46,44,14,14,12,10,6,74+0,74+0,74+0,65+0,69+0,69+0,69+0,65+0,67+2,67+2,67+2,63+2,64+2,64+2,64+2,63+2,52+2,57+2,57+2,57+2,52+2,51+2,60+2,60+2,60+2,51+2
J. Faussurier,33,173,70,France,Stade Brestois 29,French Ligue 1,74,74,2500000,16000,"RB, RM, RW",Right,1,3,2,High/Medium,Normal,No,5000000.0,,RB,22.0,,2016-07-19,2021.0,,,66.0,59.0,73.0,70.0,70.0,74.0,,,,,,,"Leadership, Team Player",77,60,58,75,50,68,62,49,73,74,66,66,69,70,75,56,90,84,66,59,76,71,73,75,62,69,,74,71,6,14,10,13,7,65+2,65+2,65+2,70+0,69+0,69+0,69+0,70+0,71+2,71+2,71+2,72+2,73+1,73+1,73+1,72+2,73+1,73+1,73+1,73+1,73+1,72+2,71+2,71+2,71+2,72+2
L. Koné,31,189,90,Ivory Coast,RC Strasbourg Alsace,French Ligue 1,74,74,4200000,23000,CB,Right,1,3,2,Low/High,Stocky,Yes,8400000.0,#Strength,LCB,5.0,,2019-06-01,2021.0,,,50.0,38.0,50.0,55.0,74.0,80.0,,,,,,,Leadership,48,34,77,63,29,52,39,28,47,62,46,53,50,70,44,55,75,65,89,29,75,73,54,38,31,64,,74,68,6,12,15,10,13,55+2,55+2,55+2,51+0,53+0,53+0,53+0,51+0,52+2,52+2,52+2,54+2,56+2,56+2,56+2,54+2,64+2,67+2,67+2,67+2,64+2,65+2,74+0,74+0,74+0,65+2
M. Lang,29,185,79,Switzerland,Borussia Mönchengladbach,German 1. Bundesliga,74,74,4600000,29000,"RB, RM",Right,1,4,2,High/Medium,Normal,Yes,7800000.0,,RES,3.0,,2018-07-01,2022.0,,,58.0,68.0,67.0,66.0,75.0,75.0,,,,,,,"Power Header, Team Player",71,68,78,73,65,63,45,55,73,73,62,55,64,67,57,71,81,75,77,66,69,73,67,55,59,71,,77,76,12,8,9,10,11,69+2,69+2,69+2,66+0,67+0,67+0,67+0,66+0,66+2,66+2,66+2,67+2,69+2,69+2,69+2,67+2,71+2,73+1,73+1,73+1,71+2,72+2,74+0,74+0,74+0,72+2
R. Zieler,31,188,81,Germany,1. FC Köln,German 1. Bundesliga,74,74,3600000,18000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,,SUB,16.0,Hannover 96,,2021.0,,,,,,,,,73.0,69.0,70.0,75.0,48.0,74.0,,15,10,13,25,12,12,11,10,22,22,46,50,43,79,41,53,69,32,55,14,32,21,15,42,24,58,,12,13,73,69,70,74,75,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2
I. Radovanović,31,187,80,Serbia,Genoa,Italian Serie A,74,74,4300000,14000,"CDM, CM",Right,2,2,2,Low/High,Lean,No,7700000.0,,SUB,21.0,,2019-01-31,2021.0,,,53.0,59.0,70.0,66.0,73.0,75.0,,,,,,,Long Shot Taker (AI),62,40,72,74,56,65,65,58,72,71,47,57,56,71,57,83,71,64,79,77,79,79,61,73,58,73,,75,68,5,6,6,5,5,64+2,64+2,64+2,63+0,65+0,65+0,65+0,63+0,66+2,66+2,66+2,64+2,71+2,71+2,71+2,64+2,68+2,73+1,73+1,73+1,68+2,68+2,73+1,73+1,73+1,68+2
B. Ecuélé Manga,31,186,75,Gabon,Dijon FCO,French Ligue 1,74,74,4200000,13000,CB,Right,1,3,2,Low/Medium,Normal,Yes,8400000.0,,RCB,25.0,,2019-07-19,2021.0,,,48.0,35.0,56.0,49.0,74.0,79.0,,,,,,,Long Passer (AI),59,27,76,62,28,44,35,25,61,62,48,48,31,71,34,58,81,71,83,34,80,77,23,51,46,67,,75,74,12,16,8,14,7,49+2,49+2,49+2,48+0,48+0,48+0,48+0,48+0,49+2,49+2,49+2,52+2,58+2,58+2,58+2,52+2,66+2,69+2,69+2,69+2,66+2,68+2,74+0,74+0,74+0,68+2
M. Schmelzer,32,180,74,Germany,Borussia Dortmund,German 1. Bundesliga,74,74,3500000,38000,LB,Left,2,2,2,Medium/High,Normal,Yes,6000000.0,,SUB,29.0,,2008-07-01,2021.0,,,66.0,48.0,66.0,65.0,75.0,73.0,,,,,,,Team Player,71,34,68,72,47,63,73,64,63,68,68,65,65,75,63,75,75,65,74,54,80,76,54,52,46,72,,75,74,14,10,15,9,8,60+2,60+2,60+2,62+0,61+0,61+0,61+0,62+0,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,71+2,72+2,72+2,72+2,71+2,72+2,74+0,74+0,74+0,72+2
J. Livermore,30,180,74,England,West Bromwich Albion,English Premier League,74,74,4600000,57000,"CDM, CM",Right,2,2,3,High/Medium,Stocky,Yes,9200000.0,,RDM,8.0,,2017-01-20,2022.0,,,62.0,63.0,69.0,69.0,71.0,79.0,,,,,,,,65,59,66,74,60,66,68,58,72,74,64,61,65,74,72,72,69,87,76,68,79,70,60,65,57,78,,72,66,9,15,8,10,9,67+2,67+2,67+2,67+0,67+0,67+0,67+0,67+0,68+2,68+2,68+2,68+2,71+2,71+2,71+2,68+2,71+2,73+1,73+1,73+1,71+2,71+2,72+2,72+2,72+2,71+2
D. Latza,30,179,76,Germany,1. FSV Mainz 05,German 1. Bundesliga,74,74,5000000,24000,"CM, CDM",Right,1,4,3,High/High,Normal,Yes,9000000.0,#Engine,LDM,6.0,,2015-07-01,2021.0,,,63.0,57.0,72.0,74.0,63.0,77.0,,,,,,,"Dives Into Tackles (AI), Leadership, Long Shot Taker (AI), Playmaker (AI)",71,38,61,76,54,72,54,59,75,76,66,61,73,75,74,75,73,90,68,76,82,71,70,73,73,75,,56,49,7,16,14,6,16,64+2,64+2,64+2,69+0,69+0,69+0,69+0,69+0,71+2,71+2,71+2,71+2,74+0,74+0,74+0,71+2,70+2,72+2,72+2,72+2,70+2,67+2,66+2,66+2,66+2,67+2
Quique,30,175,67,Spain,SD Eibar,Spain Primera Division,74,74,5500000,25000,"ST, LM, RM",Left,1,3,3,High/Medium,Normal,No,11600000.0,#Acrobat,SUB,7.0,,2019-07-14,2024.0,,,73.0,75.0,65.0,74.0,43.0,66.0,,,,,,,Finesse Shot,69,77,72,66,69,72,68,59,61,70,76,71,92,77,74,72,76,66,72,73,49,44,79,62,71,70,,37,32,14,13,10,12,9,74+0,74+0,74+0,73+0,72+0,72+0,72+0,73+0,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,58+2,56+2,56+2,56+2,58+2,56+2,53+2,53+2,53+2,56+2
S. Zuber,28,182,81,Switzerland,Eintracht Frankfurt,German 1. Bundesliga,74,74,5500000,25000,"CM, LM, LB",Right,1,4,3,High/Medium,Normal,Yes,9400000.0,,SUB,11.0,,2020-08-04,2023.0,,,74.0,74.0,72.0,76.0,71.0,75.0,,,,,,,Finesse Shot,73,72,68,73,57,76,76,66,69,77,76,73,73,75,67,80,65,77,76,79,72,76,75,74,62,74,,73,68,15,15,7,14,9,74+0,74+0,74+0,75+,75+,75+,75+,75+,75+,75+,75+,74+0,74+0,74+0,74+0,74+0,74+0,73+1,73+1,73+1,74+0,73+1,72+2,72+2,72+2,73+1
Balenziaga,32,177,76,Spain,Athletic Club de Bilbao,Spain Primera Division,74,74,3500000,18000,LB,Left,1,4,3,High/Medium,Normal,Yes,7400000.0,,LB,24.0,,2013-07-01,2021.0,,,74.0,46.0,68.0,69.0,72.0,74.0,,,,,,,"Early Crosser, Team Player",76,35,71,70,50,68,76,33,69,72,72,75,69,68,69,61,77,76,72,54,78,72,54,62,44,75,,73,71,15,10,7,6,11,60+2,60+2,60+2,65+0,63+0,63+0,63+0,65+0,64+2,64+2,64+2,67+2,67+2,67+2,67+2,67+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,72+2
Etxeita,32,186,78,Spain,Getafe CF,Spain Primera Division,74,74,3600000,21000,CB,Right,1,3,2,Low/Medium,Normal,Yes,7600000.0,,LCB,4.0,,2019-08-13,2021.0,,,42.0,35.0,49.0,56.0,74.0,77.0,,,,,,,"Dives Into Tackles (AI), Power Header",36,29,77,67,38,47,35,43,59,65,34,49,66,71,51,54,78,68,80,34,80,74,28,30,30,66,,75,76,6,7,8,10,7,50+2,50+2,50+2,47+0,48+0,48+0,48+0,47+0,49+2,49+2,49+2,49+2,56+2,56+2,56+2,49+2,63+2,69+2,69+2,69+2,63+2,65+2,74+0,74+0,74+0,65+2
M. Gulde,29,184,83,Germany,SC Freiburg,German 1. Bundesliga,74,74,4700000,21000,CB,Right,1,2,2,Medium/Medium,Normal,Yes,8500000.0,,SUB,5.0,,2016-07-01,2022.0,,,68.0,40.0,53.0,58.0,76.0,70.0,,,,,,,,47,36,72,63,54,52,45,30,60,60,64,71,68,74,65,50,81,61,74,34,68,75,45,42,44,70,,77,76,10,10,6,16,15,55+2,55+2,55+2,54+0,54+0,54+0,54+0,54+0,54+2,54+2,54+2,56+2,58+2,58+2,58+2,56+2,67+2,68+2,68+2,68+2,67+2,69+2,74+0,74+0,74+0,69+2
T. Arslan,29,180,77,Germany,Udinese,Italian Serie A,74,74,4800000,15000,"CDM, CM",Right,1,4,3,Medium/Medium,Normal,No,8600000.0,,RES,24.0,,2020-09-18,2022.0,,,73.0,67.0,74.0,75.0,70.0,67.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",67,58,58,79,65,77,76,72,75,75,75,72,71,66,76,82,56,65,65,72,79,76,66,69,76,75,,74,69,6,11,10,6,6,68+2,68+2,68+2,71+0,71+0,71+0,71+0,71+0,72+2,72+2,72+2,71+2,73+1,73+1,73+1,71+2,71+2,73+1,73+1,73+1,71+2,71+2,70+2,70+2,70+2,71+2
V. Berisha,27,176,81,Kosovo,Stade de Reims,French Ligue 1,74,74,6000000,22000,"CM, LM, CAM",Right,2,4,4,High/Medium,Normal,No,12000000.0,,CAM,14.0,,2020-07-09,2024.0,,,72.0,70.0,71.0,77.0,58.0,77.0,,,,,,,"Solid Player, Playmaker (AI)",63,66,42,74,68,77,72,66,72,78,79,67,82,74,71,76,79,84,71,75,81,57,73,76,69,78,,58,54,6,14,15,15,13,70+2,70+2,70+2,73+0,74+0,74+0,74+0,73+0,75+,75+,75+,74+0,74+0,74+0,74+0,74+0,68+2,69+2,69+2,69+2,68+2,65+2,63+2,63+2,63+2,65+2
Y. Mallı,28,179,72,Turkey,VfL Wolfsburg,German 1. Bundesliga,74,74,5500000,37000,"LM, CAM, CM",Right,2,4,4,Medium/Medium,Lean,Yes,9400000.0,,SUB,10.0,,2017-01-05,2021.0,,,67.0,67.0,74.0,78.0,33.0,56.0,,,,,,,"Solid Player, Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",70,66,40,78,68,78,74,69,71,78,73,62,78,74,79,64,63,72,52,65,43,46,71,75,81,77,,29,21,13,14,14,15,10,67+2,67+2,67+2,73+0,72+0,72+0,72+0,73+0,74+0,74+0,74+0,73+1,71+2,71+2,71+2,73+1,58+2,56+2,56+2,56+2,58+2,53+2,43+2,43+2,43+2,53+2
M. Jajalo,32,182,78,Bosnia Herzegovina,Udinese,Italian Serie A,74,74,4300000,16000,"CM, CDM",Right,1,3,3,Medium/Medium,Normal,No,7700000.0,,LCM,8.0,,2019-07-01,2022.0,,,63.0,64.0,74.0,76.0,72.0,77.0,,,,,,,"Long Shot Taker (AI), Playmaker (AI)",66,58,68,80,64,76,70,72,78,78,60,65,69,70,75,73,71,79,77,71,76,74,58,70,68,72,,74,70,9,13,6,7,12,68+2,68+2,68+2,69+0,69+0,69+0,69+0,69+0,71+2,71+2,71+2,71+2,74+0,74+0,74+0,71+2,73+1,75+,75+,75+,73+1,72+2,73+1,73+1,73+1,72+2
A. Luthe,33,195,85,Germany,1. FC Union Berlin,German 1. Bundesliga,74,74,3000000,19000,GK,Right,1,3,1,Medium/Medium,Normal,No,5400000.0,,GK,1.0,,2020-08-03,2023.0,,,,,,,,,74.0,69.0,61.0,77.0,39.0,75.0,,14,12,15,24,12,12,15,12,19,14,35,43,39,70,34,46,61,36,74,16,22,21,12,49,21,23,,14,12,74,69,61,75,77,27+2,27+2,27+2,24+0,26+0,26+0,26+0,24+0,27+2,27+2,27+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2,25+2,27+2,27+2,27+2,25+2
V. Le Goff,30,177,69,France,FC Lorient,French Ligue 1,74,74,4400000,24000,LB,Left,1,3,3,High/Medium,Lean,No,8800000.0,,LB,25.0,,2014-07-17,2022.0,,,71.0,61.0,67.0,71.0,71.0,70.0,,,,,,,Solid Player,71,60,43,70,52,70,50,47,72,71,73,70,79,68,75,60,65,91,63,68,62,73,71,62,43,68,,74,75,6,11,7,16,8,64+2,64+2,64+2,69+0,67+0,67+0,67+0,69+0,69+2,69+2,69+2,70+2,71+2,71+2,71+2,70+2,74+0,72+2,72+2,72+2,74+0,72+2,68+2,68+2,68+2,72+2
L. Benito,28,186,85,Switzerland,FC Girondins de Bordeaux,French Ligue 1,74,74,4800000,26000,"LB, LM, CB",Left,1,3,2,Medium/Medium,Normal,No,9100000.0,,SUB,23.0,,2019-07-02,2022.0,SUB,3.0,71.0,51.0,67.0,67.0,71.0,77.0,,,,,,,Long Throw-in,71,43,67,69,44,65,58,56,65,70,67,74,74,71,56,62,78,86,75,54,69,75,63,67,56,69,,70,73,15,15,16,8,7,62+2,62+2,62+2,65+0,64+0,64+0,64+0,65+0,65+2,65+2,65+2,68+2,68+2,68+2,68+2,68+2,73+1,71+2,71+2,71+2,73+1,72+2,72+2,72+2,72+2,72+2
S. Ilsanker,31,189,86,Austria,Eintracht Frankfurt,German 1. Bundesliga,74,74,4200000,22000,"CB, CDM",Right,1,3,2,Medium/Medium,Normal,Yes,7100000.0,,SUB,3.0,,2020-01-31,2022.0,SUB,6.0,59.0,53.0,53.0,50.0,75.0,80.0,,,,,,,"Long Throw-in, Dives Into Tackles (AI)",39,45,76,63,43,50,41,33,62,53,37,77,34,73,37,70,56,74,83,62,87,77,46,53,37,62,,75,74,17,16,15,18,17,59+2,59+2,59+2,52+0,56+0,56+0,56+0,52+0,55+2,55+2,55+2,54+2,61+2,61+2,61+2,54+2,65+2,70+2,70+2,70+2,65+2,67+2,74+0,74+0,74+0,67+2
M. Faraoni,28,180,71,Italy,Hellas Verona,Italian Serie A,74,74,5500000,24000,"RM, RB",Right,1,3,3,High/High,Normal,No,9900000.0,,RM,5.0,,2019-07-01,2022.0,,,73.0,69.0,73.0,73.0,70.0,73.0,,,,,,,Long Throw-in,75,61,65,76,74,74,73,68,72,75,74,73,65,70,74,76,71,84,67,75,77,69,77,67,66,71,,72,73,11,8,13,12,15,71+2,71+2,71+2,72+0,72+0,72+0,72+0,72+0,72+2,72+2,72+2,73+1,73+1,73+1,73+1,73+1,74+0,73+1,73+1,73+1,74+0,73+1,71+2,71+2,71+2,73+1
J. Bruma,28,190,88,Netherlands,VfL Wolfsburg,German 1. Bundesliga,74,74,4900000,34000,CB,Right,2,3,2,Medium/Medium,Normal,Yes,8300000.0,#Strength,SUB,5.0,,2016-07-01,2021.0,,,65.0,53.0,58.0,56.0,74.0,78.0,,,,,,,"Dives Into Tackles (AI), Long Passer (AI)",40,38,81,66,34,59,43,66,65,56,52,75,50,67,33,84,61,55,90,65,80,70,46,58,39,70,,75,72,11,16,16,12,13,61+2,61+2,61+2,55+0,58+0,58+0,58+0,55+0,58+2,58+2,58+2,56+2,61+2,61+2,61+2,56+2,63+2,68+2,68+2,68+2,63+2,66+2,74+0,74+0,74+0,66+2
