short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
B. Decordova-Reid,27,170,68,Jamaica,Fulham,English Premier League,72,73,3600000,63000,"ST, LW, CAM",Right,1,3,3,High/High,Lean,Yes,7100000.0,NoTag,SUB,14.0,,2020-01-24,2023.0,,,78.0,71.0,69.0,77.0,54.0,63.0,"Flair, Long Shot Taker (AI)",67,72,63,72,69,75,61,62,64,74,79,78,88,75,86,66,72,81,60,71,46,56,76,72,70,66,,55,54,8,12,13,8,10,72+1,72+1,72+1,74+,74+,74+,74+,74+,74+,74+,74+,74+,71+2,71+2,71+2,74+,67+2,63+2,63+2,63+2,67+2,65+2,59+2,59+2,59+2,65+2
M. Dijks,27,194,90,Netherlands,Bologna,Italian Serie A,72,73,3100000,20000,"LB, LM",Left,1,3,3,Medium/Medium,Lean,No,5800000.0,Strength,LB,35.0,,2018-07-01,2023.0,,,69.0,40.0,65.0,65.0,71.0,77.0,Early Crosser,72,30,68,71,39,68,64,42,69,68,65,73,47,73,42,61,32,65,88,36,78,70,61,52,44,73,,74,70,11,9,12,13,13,60+2,60+2,60+2,62+0,61+0,61+0,61+0,62+0,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,70+2,71+2,71+2,71+2,70+2,70+2,72+1,72+1,72+1,70+2
K. Möhwald,26,183,77,Germany,SV Werder Bremen,German 1. Bundesliga,72,73,3600000,19000,"CM, CAM",Right,1,2,3,Medium/Medium,Normal,No,6400000.0,NoTag,RES,6.0,,2018-07-01,2022.0,,,58.0,70.0,75.0,73.0,61.0,65.0,"Power Free-Kick, Long Shot Taker (AI)",79,58,54,75,75,75,80,68,73,74,64,53,66,74,66,86,53,66,67,84,60,55,69,74,46,73,,68,41,15,13,12,10,8,68+2,68+2,68+2,71+0,71+0,71+0,71+0,71+0,72+1,72+1,72+1,71+2,72+1,72+1,72+1,71+2,65+2,67+2,67+2,67+2,65+2,63+2,62+2,62+2,62+2,63+2
L. Diony,27,183,82,France,Angers SCO,French Ligue 1,72,73,3600000,18000,"ST, LM",Right,2,3,3,High/Low,Stocky,No,7500000.0,NoTag,ST,11.0,,2020-09-10,2023.0,,,72.0,72.0,62.0,70.0,25.0,72.0,,67,72,68,66,66,71,57,48,44,70,69,74,64,69,72,80,71,64,77,67,68,21,74,67,68,68,,23,15,7,6,8,14,16,72+1,72+1,72+1,70+0,71+0,71+0,71+0,70+0,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,49+2,47+2,47+2,47+2,49+2,46+2,43+2,43+2,43+2,46+2
A. Bamba,26,176,68,France,FC Nantes,French Ligue 1,72,73,3700000,18000,"RM, LM",Right,1,3,4,Medium/Medium,Normal,No,7700000.0,NoTag,SUB,32.0,,2018-05-27,2024.0,,,80.0,64.0,67.0,75.0,42.0,53.0,"Flair, Technical Dribbler (AI)",64,65,52,70,51,79,61,64,69,74,80,80,72,63,66,68,58,59,54,64,43,30,66,67,57,64,,43,51,14,7,6,12,11,67+2,67+2,67+2,71+0,70+0,70+0,70+0,71+0,71+2,71+2,71+2,71+2,66+2,66+2,66+2,71+2,58+2,55+2,55+2,55+2,58+2,56+2,49+2,49+2,49+2,56+2
P. Hetemaj,33,175,76,Finland,Benevento,Italian Serie A,72,72,1800000,13000,CM,Right,2,3,3,High/High,Lean,No,3200000.0,Engine,LCM,21.0,,2019-09-02,2021.0,,,73.0,64.0,72.0,73.0,70.0,76.0,Dives Into Tackles (AI),72,54,58,73,73,72,74,65,71,71,74,73,78,74,80,72,91,88,65,73,86,73,69,70,69,75,,72,72,13,11,8,9,6,67+2,67+2,67+2,70+0,70+0,70+0,70+0,70+0,71+1,71+1,71+1,72+0,72+0,72+0,72+0,72+0,74+,73+,73+,73+,74+,73+,71+1,71+1,71+1,73+
K. Monnet-Paquet,31,184,81,France,AS Saint-Étienne,French Ligue 1,72,72,2700000,22000,"LM, RWB, RM",Right,2,3,3,Medium/High,Lean,No,5400000.0,NoTag,SUB,22.0,,2014-07-01,2021.0,,,74.0,68.0,70.0,70.0,52.0,70.0,Injury Prone,73,67,63,73,67,70,68,58,64,70,75,74,72,70,69,73,66,74,71,67,64,53,70,69,57,68,,47,58,10,6,9,6,16,70+2,70+2,70+2,71+0,70+0,70+0,70+0,71+0,70+2,70+2,70+2,71+1,68+2,68+2,68+2,71+1,65+2,62+2,62+2,62+2,65+2,63+2,59+2,59+2,59+2,63+2
F. Lemoine,33,175,71,France,FC Lorient,French Ligue 1,72,72,1500000,19000,"CDM, CM",Right,2,3,3,Medium/High,Normal,No,3000000.0,NoTag,LCM,18.0,,2017-07-18,2021.0,,,38.0,58.0,68.0,68.0,70.0,74.0,Leadership,63,53,61,73,58,65,60,62,70,69,45,32,74,64,75,63,83,82,67,66,78,70,59,68,57,70,,72,68,6,15,11,13,10,60+2,60+2,60+2,61+0,62+0,62+0,62+0,61+0,65+2,65+2,65+2,63+2,69+2,69+2,69+2,63+2,67+2,71+1,71+1,71+1,67+2,66+2,69+2,69+2,69+2,66+2
Antoñito,32,175,67,Spain,Real Valladolid CF,Spain Primera Division,72,72,1900000,13000,"RB, RM, RWB",Right,1,4,3,High/Medium,Normal,Yes,4000000.0,NoTag,RB,18.0,,2017-07-08,2021.0,,,79.0,61.0,64.0,71.0,64.0,69.0,Early Crosser,74,62,54,67,62,67,63,59,49,73,82,77,80,68,79,64,76,79,62,55,72,68,65,60,49,62,,63,69,12,15,9,8,13,65+2,65+2,65+2,69+0,67+0,67+0,67+0,69+0,66+2,66+2,66+2,69+2,65+2,65+2,65+2,69+2,71+1,66+2,66+2,66+2,71+1,70+2,66+2,66+2,66+2,70+2
S. Johansen,29,182,78,Norway,Fulham,English Premier League,72,72,3000000,60000,"CM, CDM",Left,1,3,3,High/High,Normal,Yes,5700000.0,NoTag,SUB,8.0,,2016-08-26,2022.0,LM,8.0,68.0,67.0,73.0,70.0,67.0,72.0,"Dives Into Tackles (AI), Outside Foot Shot",70,65,53,74,64,67,72,75,73,74,66,69,72,71,74,72,64,78,66,71,81,65,68,74,51,76,,67,63,7,16,7,9,14,67+2,67+2,67+2,70+0,70+0,70+0,70+0,70+0,71+1,71+1,71+1,71+1,72+0,72+0,72+0,71+1,70+2,71+1,71+1,71+1,70+2,69+2,67+2,67+2,67+2,69+2
Fidel,30,180,74,Spain,Elche CF,Spain Primera Division,72,72,2900000,14000,"LM, RM, CM",Left,1,2,3,High/Low,Lean,No,6400000.0,NoTag,LM,16.0,,2019-07-01,2022.0,,,75.0,71.0,68.0,72.0,34.0,65.0,,77,73,46,64,58,71,67,73,61,70,74,75,80,71,74,72,75,71,61,66,65,35,74,72,72,65,,21,35,14,14,10,9,12,68+2,68+2,68+2,72+0,71+0,71+0,71+0,72+0,70+2,70+2,70+2,71+1,64+2,64+2,64+2,71+1,57+2,53+2,53+2,53+2,57+2,53+2,46+2,46+2,46+2,53+2
A. Rispoli,31,188,83,Italy,Crotone,Italian Serie A,72,72,2200000,9000,"RB, RM",Right,1,3,3,High/Medium,Normal,No,4000000.0,NoTag,SUB,33.0,,2020-09-08,2022.0,,,79.0,64.0,66.0,69.0,68.0,75.0,Long Throw-in,71,68,70,68,51,69,61,54,66,71,77,80,70,70,53,67,79,75,77,55,67,67,67,61,59,67,,70,66,15,10,14,9,12,69+2,69+2,69+2,69+0,69+0,69+0,69+0,69+0,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,70+2,69+2,69+2,69+2,70+2,70+2,70+2,70+2,70+2,70+2
M. Leckie,29,181,82,Australia,Hertha BSC,German 1. Bundesliga,72,72,3000000,30000,"RM, LM",Right,2,4,3,High/Medium,Normal,No,5100000.0,NoTag,RES,7.0,,2017-07-01,2021.0,RW,7.0,82.0,66.0,65.0,73.0,54.0,70.0,Speed Dribbler (AI),73,66,73,67,65,74,70,36,56,72,82,82,74,70,78,70,76,68,72,60,67,54,71,65,69,67,,48,40,8,10,8,6,10,71+1,71+1,71+1,72+0,71+0,71+0,71+0,72+0,69+2,69+2,69+2,71+1,65+2,65+2,65+2,71+1,63+2,60+2,60+2,60+2,63+2,62+2,60+2,60+2,60+2,62+2
J. Sala,28,181,75,Italy,Spezia,Italian Serie A,72,72,2700000,27000,"RB, RM",Right,1,4,3,High/Medium,Lean,No,4900000.0,NoTag,SUB,14.0,,2020-09-05,2022.0,,,67.0,61.0,69.0,70.0,70.0,69.0,Injury Prone,74,50,60,70,68,70,70,66,66,72,64,70,69,68,71,72,68,66,68,70,74,70,64,66,62,70,,74,70,10,12,8,5,5,64+2,64+2,64+2,67+0,66+0,66+0,66+0,67+0,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2
M. Höger,30,182,83,Germany,1. FC Köln,German 1. Bundesliga,72,72,2600000,18000,"CDM, CM",Right,2,4,2,Low/Medium,Normal,Yes,4700000.0,NoTag,SUB,6.0,,2016-07-01,2021.0,,,40.0,66.0,69.0,67.0,71.0,76.0,,67,63,67,70,68,67,72,61,69,70,48,34,61,69,63,73,77,75,78,65,73,70,68,70,70,73,,72,70,6,14,16,10,14,66+2,66+2,66+2,64+0,65+0,65+0,65+0,64+0,66+2,66+2,66+2,65+2,70+2,70+2,70+2,65+2,67+2,71+1,71+1,71+1,67+2,67+2,71+1,71+1,71+1,67+2
R. Amalfitano,30,175,71,France,Dijon FCO,French Ligue 1,72,72,2900000,11000,"CM, CDM",Right,1,4,3,Medium/High,Normal,Yes,5800000.0,NoTag,LCM,20.0,,2014-07-01,2021.0,,,54.0,59.0,70.0,72.0,67.0,59.0,"Leadership, Flair",62,64,22,74,49,72,61,62,71,72,63,47,66,76,72,56,46,76,47,50,73,77,70,75,61,71,,72,67,10,6,15,8,12,60+2,60+2,60+2,68+0,67+0,67+0,67+0,68+0,70+2,70+2,70+2,69+2,72+0,72+0,72+0,69+2,70+2,72+0,72+0,72+0,70+2,68+2,64+2,64+2,64+2,68+2
V. Pajot,29,180,70,France,FC Metz,French Ligue 1,72,72,3000000,15000,CM,Right,1,3,2,Medium/Medium,Lean,No,6000000.0,NoTag,LCM,14.0,,2020-07-01,2022.0,,,56.0,58.0,71.0,71.0,73.0,69.0,,65,52,73,76,47,71,56,54,72,73,64,49,66,72,69,64,81,66,64,66,80,75,64,73,59,71,,74,71,9,11,16,16,11,64+2,64+2,64+2,67+0,67+0,67+0,67+0,67+0,69+2,69+2,69+2,68+2,72+0,72+0,72+0,68+2,70+2,73+,73+,73+,70+2,70+2,73+,73+,73+,70+2
Luna,29,178,68,Spain,Levante UD,Spain Primera Division,72,72,2600000,16000,"LB, LM",Left,1,3,3,High/Medium,Normal,Yes,5500000.0,NoTag,SUB,12.0,,2017-07-01,2021.0,,,68.0,62.0,68.0,68.0,70.0,74.0,Dives Into Tackles (AI),75,60,66,71,56,67,58,45,63,72,68,68,64,67,67,78,72,71,73,55,81,72,63,69,43,66,,70,71,6,12,5,15,8,67+2,67+2,67+2,67+0,67+0,67+0,67+0,67+0,67+2,67+2,67+2,68+2,68+2,68+2,68+2,68+2,71+1,70+2,70+2,70+2,71+1,70+2,71+1,71+1,71+1,70+2
B. Dabo,28,186,81,Burkina Faso,Benevento,Italian Serie A,72,72,3100000,14000,"CM, CDM",Right,1,3,4,High/High,Normal,No,5600000.0,NoTag,SUB,38.0,,2020-09-15,2022.0,,,61.0,67.0,71.0,73.0,73.0,77.0,"Solid Player, Flair, Power Header",66,62,70,77,60,74,62,58,73,74,63,59,70,68,69,78,82,73,77,68,82,74,70,68,62,72,,76,72,8,6,10,10,11,69+2,69+2,69+2,69+0,70+0,70+0,70+0,69+0,71+1,71+1,71+1,70+2,72+0,72+0,72+0,70+2,71+1,74+,74+,74+,71+1,71+1,74+,74+,74+,71+1
Timor,30,185,81,Spain,Getafe CF,Spain Primera Division,72,72,2900000,19000,"CM, CDM, CB",Left,1,3,3,Medium/High,Normal,Yes,6100000.0,NoTag,SUB,24.0,,2019-08-29,2022.0,,,48.0,66.0,73.0,67.0,69.0,76.0,"Solid Player, Long Passer (AI), Long Shot Taker (AI)",61,55,59,76,53,68,78,81,75,72,49,48,52,67,61,82,83,74,76,78,75,69,59,74,69,69,,74,68,8,8,6,16,13,64+2,64+2,64+2,64+0,66+0,66+0,66+0,64+0,68+2,68+2,68+2,66+2,72+0,72+0,72+0,66+2,68+2,72+0,72+0,72+0,68+2,67+2,70+2,70+2,70+2,67+2
N. Höfler,30,181,81,Germany,SC Freiburg,German 1. Bundesliga,72,72,2600000,16000,"CDM, CM",Right,1,3,2,Medium/Medium,Normal,Yes,4700000.0,NoTag,RDM,27.0,,2010-07-01,2021.0,,,59.0,47.0,65.0,66.0,71.0,71.0,Dives Into Tackles (AI),54,41,61,74,40,64,53,50,68,68,54,63,66,71,65,58,84,73,70,49,66,75,49,63,50,76,,70,69,6,13,13,10,9,57+2,57+2,57+2,60+0,60+0,60+0,60+0,60+0,63+2,63+2,63+2,62+2,67+2,67+2,67+2,62+2,68+2,71+1,71+1,71+1,68+2,68+2,70+2,70+2,70+2,68+2
Jota,29,180,70,Spain,Aston Villa,English Premier League,72,72,3000000,41000,"RW, RM",Left,1,2,3,High/Low,Lean,Yes,5700000.0,NoTag,SUB,23.0,,2019-06-05,2021.0,,,69.0,68.0,72.0,74.0,31.0,58.0,"Playmaker (AI), Technical Dribbler (AI)",73,71,43,69,43,73,74,69,70,78,70,68,77,68,69,66,48,62,61,68,49,29,71,76,64,66,,26,16,14,14,13,6,8,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,72+0,72+0,72+0,72+0,67+2,67+2,67+2,72+0,53+2,52+2,52+2,52+2,53+2,49+2,42+2,42+2,42+2,49+2
T. Monconduit,29,184,83,France,FC Lorient,French Ligue 1,72,72,2700000,20000,"CDM, CM",Right,1,3,2,Medium/Medium,Normal,No,5400000.0,NoTag,SUB,23.0,,2020-08-26,2023.0,,,61.0,55.0,69.0,67.0,71.0,76.0,,66,49,69,70,39,67,66,63,72,69,56,65,64,67,59,70,70,82,74,57,75,71,64,68,52,67,,71,70,12,9,14,13,13,63+2,63+2,63+2,64+0,64+0,64+0,64+0,64+0,66+2,66+2,66+2,66+2,69+2,69+2,69+2,66+2,70+2,71+1,71+1,71+1,70+2,70+2,71+1,71+1,71+1,70+2
Rubén Pardo,27,181,69,Spain,FC Girondins de Bordeaux,French Ligue 1,72,72,3200000,22000,"CM, CAM, CDM",Right,2,4,3,Medium/Medium,Lean,Yes,6100000.0,NoTag,SUB,8.0,,2020-01-31,2022.0,,,55.0,68.0,73.0,72.0,62.0,53.0,"Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",62,68,48,77,42,70,73,73,74,75,54,55,69,74,72,70,65,41,56,73,58,66,69,78,69,69,,72,62,7,13,8,11,7,66+2,66+2,66+2,69+0,70+0,70+0,70+0,69+0,72+0,72+0,72+0,68+2,72+0,72+0,72+0,68+2,64+2,67+2,67+2,67+2,64+2,63+2,63+2,63+2,63+2,63+2
David Ferreiro,32,170,63,Spain,SD Huesca,Spain Primera Division,72,72,2400000,17000,"LM, RM",Right,1,3,4,High/Medium,Lean,Yes,5300000.0,Acrobat,LM,7.0,,2016-07-01,2021.0,,,87.0,68.0,71.0,75.0,37.0,48.0,"Long Shot Taker (AI), Speed Dribbler (AI)",72,70,32,72,46,74,77,74,71,72,89,85,90,67,89,67,74,39,41,71,69,28,68,65,71,63,,23,36,6,11,7,7,15,66+2,66+2,66+2,73+,71+0,71+0,71+0,73+,72+0,72+0,72+0,71+1,64+2,64+2,64+2,71+1,56+2,53+2,53+2,53+2,56+2,52+2,45+2,45+2,45+2,52+2
G. Brugman,27,175,66,Uruguay,Parma,Italian Serie A,72,72,3200000,22000,"CM, CDM",Right,1,3,3,High/Medium,Lean,No,5800000.0,NoTag,LCM,15.0,,2020-01-24,2024.0,,,69.0,59.0,73.0,73.0,60.0,62.0,Playmaker (AI),64,50,51,76,56,69,74,71,77,74,73,65,83,72,79,68,50,75,57,68,62,64,65,75,67,77,,60,57,10,15,10,8,11,63+2,63+2,63+2,69+0,68+0,68+0,68+0,69+0,71+1,71+1,71+1,70+2,72+0,72+0,72+0,70+2,67+2,68+2,68+2,68+2,67+2,65+2,61+2,61+2,61+2,65+2
P. Ankersen,29,179,75,Denmark,Genoa,Italian Serie A,72,72,2600000,12000,"RB, RM",Right,1,3,3,High/Medium,Lean,No,4700000.0,NoTag,SUB,32.0,,2019-09-02,2021.0,SUB,5.0,80.0,62.0,67.0,70.0,66.0,71.0,,69,57,54,68,63,69,66,61,64,71,79,80,75,66,74,71,68,90,63,66,67,68,67,66,40,60,,67,67,13,16,7,15,13,66+2,66+2,66+2,69+0,68+0,68+0,68+0,69+0,68+2,68+2,68+2,70+2,68+2,68+2,68+2,70+2,71+1,69+2,69+2,69+2,71+1,70+2,66+2,66+2,66+2,70+2
A. Hahn,29,185,79,Germany,FC Augsburg,German 1. Bundesliga,72,72,3000000,20000,"RM, ST",Right,2,4,3,High/High,Normal,Yes,5400000.0,Engine,SUB,28.0,,2018-07-01,2022.0,,,66.0,74.0,67.0,66.0,55.0,82.0,Long Shot Taker (AI),79,73,75,64,73,66,54,52,62,68,69,63,61,77,61,81,80,87,79,76,85,52,75,71,47,64,,56,59,14,14,13,15,11,73+,73+,73+,70+0,71+0,71+0,71+0,70+0,69+2,69+2,69+2,70+2,68+2,68+2,68+2,70+2,66+2,64+2,64+2,64+2,66+2,65+2,64+2,64+2,64+2,65+2
S. Griesbeck,29,189,85,Germany,1. FC Union Berlin,German 1. Bundesliga,72,72,2700000,20000,CDM,Right,1,3,2,Medium/High,Normal,No,4900000.0,NoTag,RDM,33.0,,2020-07-15,2025.0,,,62.0,47.0,60.0,56.0,73.0,83.0,Dives Into Tackles (AI),52,39,67,69,41,57,40,41,67,53,54,68,53,68,52,60,55,86,83,53,84,71,46,55,46,65,,73,75,7,12,12,11,13,56+2,56+2,56+2,55+0,55+0,55+0,55+0,55+0,57+2,57+2,57+2,58+2,62+2,62+2,62+2,58+2,68+2,71+1,71+1,71+1,68+2,69+2,73+,73+,73+,69+2
Pere Milla,27,184,72,Spain,Elche CF,Spain Primera Division,72,72,3300000,16000,"ST, CAM, LM",Left,1,2,3,Medium/Low,Lean,No,7300000.0,NoTag,CAM,11.0,,2019-07-01,2022.0,,,77.0,73.0,68.0,76.0,37.0,62.0,"Finesse Shot, Technical Dribbler (AI)",69,74,64,72,62,78,63,58,60,75,79,75,78,68,68,76,51,73,65,71,45,32,72,69,62,57,,30,28,10,10,14,14,14,72+0,72+0,72+0,74+,73+,73+,73+,74+,73+,73+,73+,73+,67+2,67+2,67+2,73+,57+2,53+2,53+2,53+2,57+2,54+2,47+2,47+2,47+2,54+2
F. Sotoca,29,187,77,France,Racing Club de Lens,French Ligue 1,72,72,3100000,30000,"ST, RM",Right,1,3,3,High/Medium,Lean,No,6200000.0,NoTag,RS,7.0,,2019-06-11,2023.0,,,85.0,71.0,67.0,66.0,40.0,80.0,"Solid Player, Power Header",70,72,73,69,70,65,61,63,65,69,84,85,69,67,54,74,88,90,77,65,72,32,69,66,68,60,,39,42,13,15,12,11,14,72+0,72+0,72+0,70+0,70+0,70+0,70+0,70+0,69+2,69+2,69+2,71+1,65+2,65+2,65+2,71+1,60+2,57+2,57+2,57+2,60+2,58+2,54+2,54+2,54+2,58+2
Reinier,18,185,72,Brazil,Borussia Dortmund,German 1. Bundesliga,71,87,4900000,13000,"CF, CAM",Right,1,4,4,High/Medium,Normal,No,,NoTag,RES,20.0,Real Madrid,,2022.0,,,82.0,68.0,64.0,75.0,43.0,65.0,"Flair, Technical Dribbler (AI)",58,68,59,67,70,77,72,55,57,74,84,80,78,68,69,72,54,69,67,64,60,31,68,70,67,74,,47,40,13,8,13,5,11,70+2,70+2,70+2,71+0,71+0,71+0,71+0,71+0,71+2,71+2,71+2,71+2,65+2,65+2,65+2,71+2,58+2,56+2,56+2,56+2,58+2,56+2,52+2,52+2,52+2,56+2
B. Gilmour,19,170,66,Scotland,Chelsea,English Premier League,71,86,5000000,25000,"CM, CAM",Right,1,3,3,Medium/Medium,Lean,No,12600000.0,NoTag,RES,23.0,,2018-07-01,2023.0,,,68.0,54.0,70.0,73.0,64.0,50.0,"Long Passer (AI), Playmaker (AI)",60,53,50,76,59,72,58,54,73,74,67,68,76,71,75,49,58,65,35,58,68,66,58,74,53,70,,68,57,9,7,9,13,12,60+2,60+2,60+2,67+0,66+0,66+0,66+0,67+0,70+2,70+2,70+2,68+2,71+2,71+2,71+2,68+2,67+2,68+2,68+2,68+2,67+2,65+2,61+2,61+2,61+2,65+2
J. Willock,20,186,76,England,Arsenal,English Premier League,71,85,5000000,31000,"CAM, CM",Right,1,3,3,High/High,Lean,Yes,12600000.0,NoTag,SUB,28.0,,2016-07-01,2022.0,,,75.0,64.0,66.0,73.0,57.0,67.0,,54,61,41,74,52,74,54,46,69,72,76,75,73,67,72,72,60,72,66,64,66,62,71,69,57,62,,62,53,11,6,12,8,9,66+2,66+2,66+2,69+0,70+0,70+0,70+0,69+0,71+2,71+2,71+2,70+2,70+2,70+2,70+2,70+2,65+2,66+2,66+2,66+2,65+2,63+2,60+2,60+2,60+2,63+2
H. Traorè,20,177,68,Ivory Coast,Sassuolo,Italian Serie A,71,85,5000000,14000,"CAM, CM",Right,1,3,3,High/Medium,Normal,No,11600000.0,NoTag,SUB,23.0,,2018-07-01,2021.0,,,70.0,66.0,69.0,75.0,56.0,59.0,,66,66,62,73,64,76,68,64,68,74,71,69,79,70,72,73,71,67,55,63,55,46,64,68,61,66,,57,60,8,10,14,12,11,68+2,68+2,68+2,70+0,70+0,70+0,70+0,70+0,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2,64+2,63+2,63+2,63+2,64+2,63+2,59+2,59+2,59+2,63+2
T. Kouassi,18,187,83,France,FC Bayern München,German 1. Bundesliga,71,85,4600000,10000,"CB, CDM",Right,1,3,2,Low/High,Lean,Yes,10500000.0,NoTag,SUB,23.0,,2020-07-01,2024.0,,,69.0,37.0,55.0,62.0,71.0,74.0,,37,32,72,69,37,62,41,31,66,65,70,68,55,65,56,57,76,71,77,25,70,69,36,50,42,65,,73,68,6,14,9,8,7,54+2,54+2,54+2,54+0,55+0,55+0,55+0,54+0,56+2,56+2,56+2,58+2,61+2,61+2,61+2,58+2,65+2,68+2,68+2,68+2,65+2,66+2,71+2,71+2,71+2,66+2
A. Palaversa,20,187,79,Croatia,Getafe CF,Spain Primera Division,71,83,4200000,12000,"CM, CDM, CAM",Right,1,3,3,High/High,Lean,No,,NoTag,SUB,14.0,Manchester City,,2021.0,,,63.0,59.0,70.0,70.0,70.0,71.0,"Long Passer (AI), Long Shot Taker (AI)",65,48,62,76,49,71,51,54,72,74,61,65,56,70,60,74,55,71,72,70,72,70,68,70,58,75,,67,72,12,13,5,14,9,65+2,65+2,65+2,67+0,68+0,68+0,68+0,67+0,69+2,69+2,69+2,69+2,71+2,71+2,71+2,69+2,70+2,72+2,72+2,72+2,70+2,69+2,70+2,70+2,70+2,69+2
Z. Youssouf,20,182,81,France,AS Saint-Étienne,French Ligue 1,71,82,4000000,14000,"CM, RM",Left,1,3,3,Medium/Medium,Normal,No,8800000.0,NoTag,LDM,28.0,,2019-07-05,2023.0,,,66.0,57.0,71.0,74.0,64.0,70.0,,62,53,47,76,55,76,66,65,73,75,65,67,70,64,71,72,63,72,68,51,72,68,68,71,55,67,,67,61,13,9,10,12,11,64+2,64+2,64+2,68+0,68+0,68+0,68+0,68+0,70+2,70+2,70+2,70+2,71+2,71+2,71+2,70+2,68+2,70+2,70+2,70+2,68+2,66+2,65+2,65+2,65+2,66+2
M. Cuisance,20,181,74,France,FC Bayern München,German 1. Bundesliga,71,82,4000000,27000,CM,Left,1,3,4,Medium/Medium,Normal,Yes,7400000.0,NoTag,SUB,11.0,,2019-08-17,2024.0,,,71.0,67.0,77.0,75.0,53.0,54.0,"Flair, Long Shot Taker (AI)",79,59,49,78,63,75,85,75,73,74,76,66,83,66,75,78,58,64,47,78,57,48,61,76,61,62,,61,55,9,14,11,8,15,65+2,65+2,65+2,72+0,70+0,70+0,70+0,72+0,73+2,73+2,73+2,72+2,71+2,71+2,71+2,72+2,65+2,63+2,63+2,63+2,65+2,63+2,56+2,56+2,56+2,63+2
T. Băluță,21,188,80,Romania,Brighton & Hove Albion,English Premier League,71,82,3800000,21000,"CDM, CB",Right,1,2,2,Medium/High,Normal,No,8000000.0,NoTag,RES,29.0,,2019-01-31,2022.0,,,60.0,49.0,57.0,49.0,69.0,74.0,,22,35,41,73,21,35,21,64,68,68,64,57,62,67,32,79,74,68,83,67,59,71,28,62,30,60,,73,68,7,5,10,6,10,52+2,52+2,52+2,51+0,54+0,54+0,54+0,51+0,57+2,57+2,57+2,52+2,63+2,63+2,63+2,52+2,62+2,70+2,70+2,70+2,62+2,63+2,68+2,68+2,68+2,63+2
K. Thuram,19,192,81,France,OGC Nice,French Ligue 1,71,82,3700000,10000,"CDM, CM",Right,1,3,2,Medium/Medium,Lean,No,7800000.0,NoTag,RCM,19.0,,2019-07-06,2022.0,,,69.0,52.0,67.0,68.0,70.0,69.0,,59,46,74,74,44,68,59,46,70,71,70,69,68,66,55,65,72,72,71,55,59,68,60,66,49,69,,72,70,7,9,14,11,9,63+2,63+2,63+2,65+0,65+0,65+0,65+0,65+0,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,69+2,70+2,70+2,70+2,69+2,69+2,70+2,70+2,70+2,69+2
Pedro Pereira,22,185,72,Portugal,Crotone,Italian Serie A,71,81,3400000,7000,"RB, RWB, RM",Right,1,2,3,Medium/Medium,Normal,No,,NoTag,SUB,38.0,SL Benfica,,2021.0,,,72.0,39.0,65.0,71.0,69.0,61.0,Long Throw-in,70,35,60,69,37,69,50,35,64,71,74,71,76,70,74,44,72,69,57,34,60,66,68,63,48,71,,73,67,10,6,9,11,12,58+2,58+2,58+2,65+0,63+0,63+0,63+0,65+0,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,69+2,68+2,68+2,68+2,69+2,69+2,67+2,67+2,67+2,69+2
P. Diop,22,180,68,Spain,Dijon FCO,French Ligue 1,71,80,3600000,9000,"CM, CDM",Right,1,3,3,Medium/Medium,Lean,No,,NoTag,SUB,6.0,Olympique Lyonnais,,2021.0,,,73.0,60.0,68.0,71.0,64.0,71.0,,53,58,41,76,34,72,52,42,73,70,74,73,77,67,64,72,71,73,69,60,75,69,66,76,53,72,,69,62,12,11,10,10,13,64+2,64+2,64+2,68+0,69+0,69+0,69+0,68+0,71+2,71+2,71+2,69+2,71+2,71+2,71+2,69+2,67+2,70+2,70+2,70+2,67+2,66+2,66+2,66+2,66+2,66+2
